#Label,#Lead1,#Lead2,#Surface Area
RI6_RI7,216,217,5.024
RI7_RI8,217,218,5.024
RI8_RI9,218,219,5.024
RI9_RI10,219,220,5.024
RI10_RI11,220,221,5.024
RI11_RI12,221,222,5.024
RI12_RI13,222,223,5.024
RI13_RI14,223,224,5.024
RI14_RI15,224,225,5.024
RI15_RI16,225,226,5.024
RI16_RI17,226,227,5.024
RI17_RI18,227,228,5.024
RK1_RK2,229,230,5.024
RK2_RK3,230,231,5.024
RK3_RK4,231,232,5.024
RK4_RK5,232,233,5.024
RK5_RK6,233,234,5.024
RK6_RK7,234,235,5.024
RK7_RK8,235,236,5.024
RK8_RK9,236,237,5.024
RK9_RK10,237,238,5.024
RK10_RK11,238,239,5.024
RK11_RK12,239,240,5.024
RK12_RK13,240,241,5.024
RK13_RK14,241,242,5.024
RK14_RK15,242,243,5.024
RK15_RK16,243,244,5.024
RK16_RK17,244,245,5.024
RK17_RK18,245,246,5.024
RP1_RP2,247,248,5.024
RP2_RP3,248,249,5.024
RP3_RP4,249,250,5.024
RP4_RP5,250,251,5.024
RP5_RP6,251,252,5.024
RP6_RP7,252,253,5.024
RP7_RP8,253,254,5.024
